จังหวัด,รายชื่อวัด
,วัดเนินกุ่ม
,วัดวังสาร
,วัดตะเคียนเตี้ย
,วัดหนองขอน
,วัดกรุงกรัก
,วัดบึงลำ
,วัดท่าตาล
,วัดผ่องนพาราม
,วัดศรีรัตนาราม
,วัดพระยายมราช
,วัดวังโพรง
,วัดแก่งหว้า
,วัดนาบัว
,วัดหล่ม
,วัดสะเดา
,วัดไผ่ค่อมรัตนาราม
,วัดเกาะจันทร์
,วัดหลวง
,วัดย่านใหญ่
,วัดสุวรรณประดิษฐ์
,วัดบึงพระ
,วัดดงประคำ
,วัดสันติวัน
,วัดวชิรธรรมาวาส
,วัดนงราชธาราม
,วัดใหม่อภัยยาราม
,วัดเทพกุญชร
,วัดซำหวาย
,วัดหินลาด
,วัดวังแร่
,วัดจุฬามณี
,วัดกลางสุริยวงศ์
,วัดพระศรีรัตนมหาธาตุวรมหาวิหาร
,วัดท้องโพลง
,วัดทุ่งน้อย
,วัดสวนอธิษฐาน
,วัดแสงวสว่าง
,วัดใหม่ทรงธรรม
,วัดแจ่มสุวรรณ
,วัดราษฎร์ศรัทธาธรรม
,วัดหลังเขา
,วัดบางแก้ว
,วัดวังวน
,วัดบึงช้าง
,วัดท่าโก
,วัดวังดาน
,วัดนาเปอะ
,วัดห้วยเจียง
,วัดทุ่งยาว
,วัดราชสามัคคี
,วัดไร่ในดง
,วัดวังหิน
,วัดนิคมผัง 
,วัดหนองแฝก
,วัดบ้านใหม่
,วัดสระทองสามัคคี
,วัดลำคลองโปร่งนก
,วัดเกาะแก้วประชานุรักษ์
,วัดบัวหลวง
,วัดสระเก้าห้อง
,วัดป่าวิโมกข์
,วัดเหล่าขวัญ
,วัดประชาสามัคคี
,วัดบ้านเข็กใหญ่
,วัดบ้านโคก
,วัดท่าช้าง
,วัดหนองกาดำบำรุงธรรม
,วัดเกษตรสุขวนาราม
,วัดหางไหล
,วัดหินประกาย
,วัดปรือกระเทียม
,วัดสวนร่มบารมี
,วัดบ้านเข็ก
,วัดไทรงามเจริญธรรม
,วัดบางสะพาน
,วัดป่าวังสัจธรรม
,วัดดงงู
,วัดบ้านกลาง
,วัดโคกผักหวาน
,วัดแม่เทียบ
,วัดหนองกวางลี้
,วัดสระโคล่โสภาราม
,วัดหอกลอง
,วัดโคกสนั่น
,วัดป่าซ่าน
,วัดคลองวัดไร่
,วัดสะพานหิน
,วัดสว่างศรีบุญเรือง
,วัดศรีมงคล
,วัดศรีวิสุทธาราม
,วัดเนินมะปราง
,วัดท่าโรง
,วัดพรหมเกษร
,วัดถ้ำทองเจริญธรรม
,วัดเก้ารัง
,วัดป่าสมบูรณ์ธรรม
,วัดราษฎร์ศรัทธาราม
,วัดท่าข้ามเมตตาธรรม
,วัดนาขุม
,วัดบ้านดินทอง
,วัดนาคล้าย
,วัดสนามไชย
,วัดตะเคียนทองพุทธาราม
,วัดบ้านโนน
,วัดดงกระบาก
,วัดอินทรีย์
,วัดป่ารวก
,วัดลาดบัวขาว
,วัดเขาน้อย
,วัดนาขุมคัน
,วัดไชยนาม
,วัดวังนกแอ่น
,วัดพุกระโดน
,วัดคลองเป็ดใต้
,วัดบางระกำ
,วัดศรีบุญมายิการาม
,วัดดงยาง
,วัดประชาราม
,วัดคุ้งวารี
,วัดไผ่ถ้ำสุวรรณ
,วัดหนองลาน
,วัดโพธิ์ศรี
,วัดหนองสะแก
,วัดซำรัง
,วัดห้วยเจริญธรรม
,วัดศรีมงคลพัฒนาราม
,วัดหนองบัวสี่บาท
,วัดดอนทอง
,วัดโพธิ์งาม
,วัดหนองทอง
,วัดดงหนองอ้อ
,วัดคุยมะตูม
,วัดทุ่งน้อย 
,วัดน้ำปาด
,วัดชาติตระการ
,วัดไผ่หลงราษฎร์เจริญ
,วัดวังไทรย้อย
,วัดพันชาลี
,วัดสระแก้วสามัคคีธรรม
,วัดเนินสำราญสามัคคีธรรม
,วัดบุ่งตารอด
,วัดวังยาวสามัคคีธรรม
,วัดหนองกุลา
,วัดนาฟองแดง
,วัดหนองเตาอิฐ
,วัดนิคมผังสิบหก
,วัดปอยศรัทธาธรรม
,วัดกำแพงมณี
,วัดหัวนา
,วัดเขาน้อยศรีรัตนาราม
,วัดกรับพวงใต้
,วัดสะอัก
,วัดใหม่พรหมพิราม
,วัดสนามคลีตะวันตก
,วัดโนนสูงอรัญญา
,วัดผาท่าพล
,วัดสามเรือน
,วัดกรมธรรม์
,วัดคลองช้าง
,วัดมงคลนิมิต
,วัดห้วยกอก
,วัดเชิงเขาวนาราม
,วัดกระทุ่มยอดน้ำ
,วัดเนินสะอาด
,วัดห้วยดั้ง
,วัดวังไม้แก่น
,วัดบ่อโพธิ์
,วัดใหม่เกาะกลางตะลุง
,วัดท่าไชย
,วัดหนองกัญญา
,วัดใหม่ราษฎร์ศรัทธาธรรม
,วัดท่างาม
,วัดแท่นนางงาม
,วัดน้ำหักพัฒนา
,วัดนาจาน
,วัดประสาทศรัทธา
,วัดคุยม่วง
,วัดเจริญผล
,วัดคลองทำเนียบ
,วัดห้วยน้ำอุ่น
,วัดทองหลาง
,วัดวังขวัญ
,วัดย่านขาด
,วัดหนองกลด
,วัดบึงจำกา
,วัดทุ่งอ้ายโห้
,วัดนาเมือง
,วัดกลาง
,วัดแก่งทุ่ง
,วัดศาลาสองพี่น้อง
,วัดน้ำลอม
,วัดปลักแรด
,วัดคลองตาล
,วัดราชเจริญชัย
,วัดเนินไม้แดง
,วัดโสภาราม
,วัดตะโก
,วัดวังวารีศรีศรัทธาธรรม
,วัดคลองแคตะวันออก
,วัดห้วยน้ำเย็น
,วัดห้วยแก้ว
,วัดสุพรรณพนมทอง
,วัดโคกใหญ่
,วัดพันปี
,วัดน้ำรินเจริญธรรม
,วัดหนองหิน
,วัดเจริญราษฎร์
,วัดสามัคคีธรรม
,วัดปากคลอง
,วัดประชาราษฎร์สามัคคีธรรม
,วัดหลวงพ่อแดง
,วัดห้วงกระได
,วัดปากห้วย
,วัดหนองขานาง
,วัดแพงพวย
,วัดปลวกง่าม
,วัดราษฎร์เจริญ
,วัดตาปะขาวหาย
,วัดเขาเขียว
,วัดบึงธรรมโรง
,วัดสวนเมี่ยง 
,วัดบางยางพัฒนา
,วัดสระสี่เหลี่ยม
,วัดวังพิกุลวราราม
,วัดศรีโพธาราม
,วัดปากดง
,วัดสำเนียงราษฎร์ศรัทธาธรรม
,วัดหนองลวก
,วัดโคกปู
,วัดสุวรรณดำรงธรรม
,วัดเสวยซุง
,วัดท่าแก่ง
,วัดนาพรานสามัคคีธรรม
,วัดวังอิทก
,วัดบ้านป่า
,วัดคลองลึก
,วัดบ้านนา
,วัดเมฆสุวรรณาราม
,วัดตายม
,วัดท่าโรงตะวันออก
,วัดหนองบอน
,วัดนาตาดี
,วัดทางลัดประชาราม
,วัดงิ้วงาม
,วัดทุ่งใหญ่ประชาสงเคราะห์
,วัดโพธิญาณ
,วัดเนินสว่างวราราม
,วัดท่ามะปราง
,วัดป่าธารทอง
,วัดน้อยโพธิ์ไทยงาม
,วัดพรสวรรค์วราราม
,วัดสุนทรประดิษฐ์
,วัดท่าสะเดาะศรัทธาราม
,วัดห้วยทราย
,วัดท่าสะแก
,วัดหนองปลิง
,วัดยาง
,วัดหัวร้อง
,วัดกระบังมังคลาราม
,วัดไผ่ขอน้ำ
,วัดแสงดาว
,วัดวังกระชอน
,วัดห้วยซัน
,วัดช่างเหล็ก
,วัดสุธาวนาราม
,วัดเขื่อนขันธ์
,วัดบ้านซ่อง
,วัดบึงราชนก
,วัดแหลมพระธาตุ
,วัดบึงกระดาน
,วัดยางโกลน
,วัดเนินเพิ่ม
,วัดบึงบอน
,วัดหนองบัวเจริญผล
,วัดหนองกระท้าว
,วัดโคกสลุด
,วัดดอนอภัย
,วัดซำรู้
,วัดเนินสว่าง
,วัดสันติกาวาส
,วัดบ้านน้อย
,วัดสว่างอารมณ์
,วัดสระไม้แดง
,วัดโคกสมอ
,วัดหัวเขาศรีศรัทธาราม
,วัดหนองนา
,วัดเนินสว่างสามัคคีธรรม
,วัดห้วยเฮี้ย
,วัดบ้านแถว
,วัดท่ามะขาม
,วัดบ้านแซ่
,วัดทับยายเชียง
,วัดบ้านร้องยุ้งข้าว
,วัดมิ่งฟ้าคุณจักร
,วัดวังประดู่
,วัดคลองแค
,วัดผารังหมีวนาราม
,วัดบางกระทุ่ม
,วัดน้ำผึ้ง
,วัดบ้านใหม่ทองประเสริฐ
,วัดบ้านใหม่เจริญธรรม
,วัดเสาหิน
,วัดพันเสา
,วัดตลุกเทียม
,วัดนิคมผังสอง
,วัดกรุงศรีเจริญ
,วัดเณรน้อย
,วัดป่าเลไลย์
,วัดเขาไร่ศรีราชา
,วัดหนองโบสถ์
,วัดวังปลาดุก
,วัดหนองขาหย่าง
,วัดป่าคาย
,วัดบ้านชาน
,วัดเด่นโบสถ์โพธิ์งาม
,วัดปากดอน
,วัดแตน
,วัดปากพิง 
,วัดบางทราย
,วัดหนองพยอม
,วัดบางพยอม
,วัดนอก
,วัดจันทร์ตะวันออก
,วัดคลองเป็ด 
,วัดสุดสวาสดิ์
,วัดบ้านมุง
,วัดอรัญวาศรีคีรีบรรพต
,วัดศิริชัยยาราม
,วัดสะกัดน้ำมัน
,วัดท่าตะเคียน
,วัดจันทร์ตะวันตก
,วัดราชบูรณะ
,วัดตูม
,วัดชมภู
,วัดหนองประดู่
,วัดราชคีรีหิรัญยาราม
,วัดวังสำโรง
,วัดม่วงหอม
,วัดดงหมี
,วัดตาลโพลง
,วัดทุ่งตาเปรี้ยว
,วัดดงแตง
,วัดน้ำพรม
,วัดใหม่ไพรมณี
,วัดแม่ระหัน
,วัดคลองวังมะขาม
,วัดวังน้ำใส
,วัดอัมพวันทร์คูหา 
,วัดคลองดู่
,วัดบ้านเนินมะครึด
,วัดบ่อภาค
,วัดยางเอน
,วัดหนองขมิ้น
,วัดหนองไม้ยางคำ
,วัดบ้านไร่
,วัดมะตูม
,วัดบ้านบ่อวนาราม
,วัดโพธิ์เงิน
,วัดบึงกอก
,วัดตาลสุวรรณ
,วัดหาดใหญ่
,วัดบึงขุนนนท์
,วัดคลองมะเกลือ
,วัดเทพชุมชน 
,วัดท่าทรุด
,วัดเนินแสงธรรม
,วัดน้ำโจน
,วัดบ้านแยง
,วัดท่าสี่ร้อย
,วัดตะแบกงาม
,วัดหนองปรือ
,วัดมะต้อง
,วัดอภัยสุพรรณภูมิ
,วัดเต็งสำนัก
,วัดแม่ระกา
,วัดวังพรม
,วัดใหม่ท่าจรเข้สามัคคี
,วัดแหลมเจดีย์
,วัดคุ้งใหญ่
,วัดโพธิ์ไทร
,วัดเข็กใหม่พัฒนาราม
,วัดวังงิ้วงาม
,วัดหล่ายโพธิ์
,วัดคลองเมือง
,วัดไก่เขี่ย
,วัดคลองเรือ
,วัดพิกุลวราราม
,วัดบวรสามัคคี
,วัดแสงมุขอโณทัยสามัคคีธรรม
,วัดกรับพวง
,วัดนาขาม
,วัดน้ำปุ้น
,วัดวังวารีศรีศรัทธาราม
,วัดพระพุทธบาทเขาสมอแคลง
,วัดโบสถ์
,วัดบ้านดง
,วัดหนองแห้ว
,วัดพิกุลทอง
,วัดหนองสระแก
,วัดโป่งหม้อข้าว
,วัดทองแท้
,วัดเขาไร่เอี่ยมโสภณ
,วัดสิริสุทธาวาส
,วัดพรหมพิราม
