จังหวัด,รายชื่อวัด
,วัดเรืองศรี
,วัดสหมิตรอุปถัมภ์
,วัดมงคลสมณกิจ
,วัดโนนต้อง
,วัดอัมพวัน
,วัดธรรมคุณ
,วัดอรุณรังษี
,วัดสว่างปุญโญอุปถัมภ์
,วัดห้วยน้ำเย็น
,วัดท่าเจริญ
,วัดสักการาม
,วัดพระไชยเชษฐาธิราช
,วัดโนนเชียงคูณ
,วัดสร้างประทาย
,วัดพนาสณฑ์
,วัดพระประดิษฐ์
,วัดศิลาเลข
,วัดสหธรรมิกาวาส
,วัดทีปาราม
,วัดรุ่งเรืองธรรม
,วัดศิลาวิเวก
,วัดเทสรังสี
,วัดห้วยหินลาด
,วัดสระแก้ว
,วัดเหล่ามีชัย
,วัดสุวรรณาราม
,วัดสุคนธาราม
,วัดศรีสุข
,วัดจอมเพชร
,วัดเวฬุวันสันติธรรม
,วัดพระธาตุราษฎร์บำรุง
,วัดสร้อยพร้าว
,วัดกัจจายนาราม
,วัดธรรมสามัคคี
,วัดโพธิยาราม
,วัดโคกอุดม
,วัดวนาภิรมย์
,วัดวารีพิมุข
,วัดศรีสง่า
,วัดป่าศรีวิลัย
,วัดธรรมรัตนากร
,วัดดงม่วย
,วัดวุฒิกาวาส
,วัดดงยางชุม
,วัดป่าโนนสะอาด
,วัดโปร่งสำราญ
,วัดไทรคำ
,วัดพิเศษสังฆาลัย
,วัดศรีวิไล
,วัดกัสสปมธุโลม
,วัดสระปทุม
,วัดป่าโรงบ่ม
,วัดอุดมสรรพผล
,วัดเตยนิมิต
,วัดภูนกกระบา
,วัดประทุมเทพวนาราม
,วัดทรงศิริพัฒนาราม
,วัดหนองเรือคำ
,วัดดอยเจดีย์
,วัดราษฎร์นารี
,วัดนิเวสคชสาร
,วัดท่าหางดอน
,วัดบ้านเดื่อ
,วัดสว่างอุทัย
,วัดพระยืน
,วัดเขตอุดม
,วัดป่าพร้าว
,วัดดอนโพธิ์
,วัดสุริยวงศาวาส
,วัดศรีสว่าง
,วัดเทพนิมิตวนาราม
,วัดศรีทอง
,วัดประดิษฐ์ธรรมคุณ
,วัดบ้านอ่าง
,วัดจำปาศักดิ์
,วัดลำภูพาน
,วัดผาตั้ง
,วัดยอดแก้ว
,วัดอรัญญวาสี
,วัดโนนสง่า
,วัดช้างเผือก
,วัดศิลาธิคุณ
,วัดลำดวน
,วัดจันทราวาส
,วัดท่าโพธิ์ธาราม
,วัดวรเขตวนาราม
,วัดนาฬิกวนาวาส
,วัดสิงห์ทองเจติยาราม
,วัดธร 
,วัดโคกสะอาด
,วัดนวติตถาราม
,วัดอรัญญิกาวาส
,วัดโพธิสมภาร
,วัดไทรเงินธรรมวาส
,วัดท่าลี่ศรีสะอาด
,วัดศาสนกิจบริหาร
,วัดกลุ่มพัฒนา
,วัดสามัคคีเจริญธรรม
,วัดอุดมมหาวัน
,วัดทรงธรรม
,วัดอุดมผลาผล
,วัดเขตนิมิต
,วัดมงคลนิมิตร
,วัดแก้วบัวบาน
,วัดเจริญธรรมมาราม
,วัดอุดมรุกขชาติ
,วัดโนนสมบูรณ์
,วัดศรีมงคลธรรมาราม
,วัดจอมตาล
,วัดมีชัยท่า
,วัดศาสนูปถัมภ์
,วัดสมศรีสะอาดวนาราม
,วัดโพนคำ
,วัดมณีโคตร
,วัดป่าซางวิเวก
,วัดจอมทอง
,วัดคำแค
,วัดสามัคคีชัย
,วัดภิรมยาราม
,วัดหนองคอน
,วัดกุมภประดิษฐ์
,วัดสว่างพัฒนานุกูล
,วัดสมหมายวนาราม
,วัดศรีอุดมพร
,วัดบ้านดงต้อง
,วัดสุจิณณาภิรมย์
,วัดร่องถ่อน
,วัดอุบลวนาราม
,วัดไผ่สีสุก 
,วัดอรัญญารุกขาราม
,วัดอรัญวาสี
,วัดสว่างธรรมาวาส
,วัดป่าหนองแสง
,วัดยางคำ
,วัดบึงคชสาร
,วัดบึงพลาราม
,วัดนายาง
,วัดศรีคุณเมือง
,วัดศรีอุบลเขต
,วัดทุ่งสว่าง
,วัดผาสุการาม
,วัดปากน้ำฮวย
,วัดอัมพติตถาราม
,วัดเจริญศรีสมพร
,วัดตาดทอง 
,วัดฉิมพลีวัน
,วัดจำปาทอง
,วัดกุศลนารี
,วัดภูผาดัก
,วัดโพธิ์ศรีสมพร
,วัดศรีสังวร
,วัดเทวีวรญาติ
,วัดศรีสมพร
,วัดอรัญญาสุนทราลัย
,วัดศิริขันฑ์
,วัดราษฎร์บำรุง
,วัดดอนธาตุ
,วัดศรีเมือง
,วัดศรีรัตนานุกูล
,วัดอนันตวนาราม
,วัดเกษตรศิริ
,วัดพระงามศรีมงคล
,วัดมีชัยทุ่ง
,วัดเจริญมิตร
,วัดหลวง
,วัดเสริมสุข
,วัดหงษ์ทอง
,วัดตาดเสริม
,วัดสว่างอารมณ์
,วัดโนนสว่าง
,วัดโนนศิลา
,วัดป่าอัมพวัน
,วัดเทพพลประดิษฐาราม
,วัดบ้านโนนสวรรค์
,วัดศรีสุวรรณ
,วัดวาปีเกษตร
,วัดพระพุทธบาทนาหงษ์
,วัดพุทธประทีป
,วัดบ้านเดื่อใต้
,วัดอุทุมพร
,วัดโสภาพิมุข
,วัดน้ำตกตาดน้อย
,วัดเทพนิมิตวิทยาราม
,วัดสังฆิกาวาส
,วัดอุดมวันประดิษฐ์
,วัดเจียมปรางค์
,วัดสาวสุวรรณาราม
,วัดดอนขนุน
,วัดประชากร
,วัดจุมพลเมือง
,วัดปากท่อ
,วัดป่าวังธรรม
,วัดไชยาประดิษฐ
,วัดศรีวราพร
,วัดศรีเกิด
,วัดทุ่งสว่างอารมณ์
,วัดชัยมงคลยาราม 
,วัดทุ่งธาตุ
,วัดผาตากเสื้อ
,วัดป่าเวนศรี
,วัดชุมแพ
,วัดโกเสยเขต
,วัดมัชฌิมสถิตย์
,วัดสายทอง
,วัดรุ่งอรุณวนาราม
,วัดดอนหมี
,วัดโพนโป่ง
,วัดธาตุปากมาง
,วัดเทพรังษี
,วัดเสวยสุขสำราญ
,วัดนาเพียงน้อย
,วัดดงพระเจ้าพรหมวิหาร
,วัดสุธรรมนิมิต
,วัดชัยมงคล
,วัดรัตนวาปี
,วัดปทุมวนาราม 
,วัดประชาบาล
,วัดโคกสุข
,วัดวาปีประดิษฐ์
,วัดคงกระพันชาตรี
,วัดแก่งศิลา
,วัดยางขาว
,วัดนาสมัย
,วัดศิริมงคล
,วัดป่าอุดมคงคานิมิต
,วัดวนาราม
,วัดเทพาราม
,วัดจันทราราม
,วัดบำเพ็ญสังฆกิจ
,วัดโชคอำนวยพร
,วัดสามัคคี
,วัดสุคันธวารี
,วัดชัยศรี
,วัดหนองยางคำ
,วัดอรัญญบรรพต
,วัดวาฬุกรมณีทุ่ง
,วัดเจริญสมณกิจ
,วัดสระสุวรรณ
,วัดโพนหัน
,วัดปัพพตาวาส
,วัดคุยลุมพุก
,วัดนวลพลสุขาวาส
,วัดชุมพล
,วัดราชโพนเงิน
,วัดแก้วเสด็จชัยมงคล
,วัดสมณานุเคราะห์
,วัดธาตุดำ
,วัดสักกวนาวาส
,วัดราชสิงขรณ์
,วัดสิริมหากัจจายน์
,วัดโนนศรีสะอาด
,วัดชัยราษฎร์เจริญสงฆ์
,วัดนิคมดงบัง
,วัดสุมงคลมังคลาราม
,วัดกัปปาสิกวัน
,วัดประชาอุปถัมภ์
,วัดบ้านโนนฤๅษี
,วัดดงเล้า
,วัดศรีเชียงใหม่
,วัดชัยพร
,วัดโพธิ์ศรีวนาราม
,วัดบ้านหม้อ
,วัดเนินพระเนาวนาราม
,วัดโพธิการาม
,วัดปัจจันตบุรี
,วัดศาลาคำ
,วัดไพรสณฑ์สันติธรรม
,วัดเทพธารทอง
,วัดศรีสว่างอารมณ์
,วัดจันทรสามัคคี
,วัดป่าศรีชมภู
,วัดคำโคนสว่าง
,วัดป่าดอนช้างเผือก
,วัดนาสีห์นาถ
,วัดถ้ำเขาคีรีบรรพต 
,วัดศิลาเขตอุดม
,วัดศรีสุธรรม
,วัดศรีมงคล
,วัดบ้านไทยพัฒนา
,วัดพุทธรังษี
,วัดศิริอุปถัมภ์
,วัดโพนงาม
,วัดป่าศรีอรุณ
,วัดวาฬุกรมณีท่า
,วัดถ้ำศรีมงคล
,วัดป่าบ้านน้ำทอนใต้
,วัดท่าหนองฉันท์
,วัดศรีชมภูองค์ตื้อ
,วัดศรีบัวบาน
,วัดบำเพ็ญวิหารธรรม
,วัดโนนศรีสว่าง
,วัดบ้านไร่
,วัดสร้างฤๅษี 
,วัดโนนสะอาด
,วัดมัชฌิมาวาส
,วัดอูบมุง
,วัดจอมแก้ว
,วัดป่าชัยมงคล
,วัดท่าสำราญ
,วัดมงคลศิลาคุณ
,วัดเทพวราราม
,วัดโพนสา
,วัดไทรทองวนาราม
,วัดเสตมงคล
,วัดพระพุทธบาทผาจ่อง
,วัดโพธิ์ตาก
,วัดศรีเทพดาราม
,วัดพระธาตุบังพวน
,วัดศรีบุญเรือง
,วัดป่ากัณฐกยาราม
,วัดเจติยภูมิ
,วัดศรีสุมังคล์
,วัดสมุหนาค
,วัดคำเจริญ
,วัดอ่างปลาบึก
,วัดบุปผาราม
,วัดศรีโสภณาราม
,วัดโพธิ์ศรี
,วัดป่านามกุล
,วัดกุดลึก
,วัดราษฎร์ดำริ
,วัดเกษตรผล
,วัดมหาประชา
,วัดเปงจานคราราม
,วัดกุกุรัตนาราม
,วัดป่าดอนพระ
,วัดธาตุชัยศรี
,วัดดงเวน
,วัดผาใหญ่วชิรวงศ์
,วัดโคกสว่าง
,วัดอุปถัมภ์
,วัดพระธาตุอุปมุง
,วัดเปงจานเหนือ
,วัดนาคประดิษฐ์มีชัย
,วัดมีชัยวนาราม
,วัดศีรษะเกษ
,วัดศิริธรรมาราม
,วัดโพธิ์งาม
,วัดสุภกิจเจริญ
,วัดคำจำปา
,วัดมัชฌิมประดิษฐ์
,วัดสิริมงคล
,วัดพระสถิตย์
,วัดศรีเจริญ
,วัดนาตาล
,วัดแก้วพิจิตร
,วัดท่าสองคอน
,วัดสมศรีสะอาด
,วัดโคกหัวภู
,วัดเกาะแก้ว
,วัดนาตาลเหนือ
,วัดป่าอุดมพร
,วัดสุขประชา
,วัดป่าดงเย็น
,วัดศิริโสภาวัน
,วัดหินหมากเป้ง
,วัดท่าคกเรือ
,วัดชัยราม 
,วัดจันทรังษี
,วัดอันธวัน
,วัดคำดีศรีบูชากุล
,วัดกุดแคน
,วัดหายโศก
,วัดศิริวาลุกาลัย
,วัดรุกขาภิรมณ์
,วัดสมประศักดิ์
,วัดโนนอุดมหนองแจ้ง
,วัดสุขสว่าง
,วัดสุวาริการาม
,วัดโพธิ์ชัยพฤกษ์
,วัดลัฎฐิวัน
,วัดศรีบัวบาง
