จังหวัด,รายชื่อวัด
,วัดสกุณปักษี
,วัดราษฎร์สามัคคี
,วัดศรีนวลประชาราม 
,วัดทุ่งคอก
,วัดไก่เตี้ย
,วัดบันไดทอง
,วัดบางสาม
,วัดสองเขต
,วัดวังพลับใต้
,วัดห้วยสุวรรณวนาราม
,วัดบ้านโพธิ์
,วัดโพธิ์ท่าทราย
,วัดดอนยอ
,วัดการ้อง
,วัดบ่อหว้า
,วัดวุ้งสุทธาวาส
,วัดบึงคา
,วัดสระปทุม
,วัดลำบัว
,วัดหนองกะดวง
,วัดบ่อสำราญ
,วัดอินทราวาส
,วัดยางสว่างอารมณ์
,วัดคลองขุด
,วัดปากดง
,วัดหนองสำโรง
,วัดบ้านทึง
,วัดหนองวัลย์เปรียง
,วัดชัยเภรีย์
,วัดประชุมสงฆ์
,วัดวังจิก
,วัดหนองน้ำแดง 
,วัดบ่อสุพรรณ
,วัดเกาะ
,วัดพยัคฆาราม
,วัดบ้านเก่า
,วัดปัญจมิตรชลิตาราม
,วัดกลางบ้านดอน
,วัดดอนเก้า
,วัดพระนอน
,วัดหนองกระดี่
,วัดหนองหลวง
,วัดรางเข็มทอง
,วัดบ้านลาด
,วัดคลองสิบหก
,วัดโพธิ์ทองเจริญ
,วัดป่าพระเจ้า
,วัดหนองเต่าทอง
,วัดศรีสันต์มณฑาราม 
,วัดบรรหารแจ่มใส
,วัดป่าขี
,วัดปากดงท่าศาล
,วัดหน่อสุวรรณ 
,วัดหนองสานแตร
,วัดกุฎีทอง
,วัดหนองอีเงิน
,วัดคอกวัว
,วัดโสภาวราราม
,วัดจันทราวาส
,วัดมณีวรรณ
,วัดธัญญวารี
,วัดเขาแสงสว่าง
,วัดท่าจัด
,วัดดอนเจดีย์
,วัดสูงสุฆารมหันตาราม
,วัดดอนไร่
,วัดสุวรรณภูมิ
,วัดดงตาล
,วัดนันทวัน
,วัดประสพสุข
,วัดพระธาตุมหาพรหม
,วัดลุ่มบัว
,วัดโพธิ์อ้น
,วัดหนองพลับ
,วัดหนองบัว
,วัดเขาพระศรีสรรเพชญาราม
,วัดไชยนาราษฎร์
,วัดพรสวรรค์
,วัดเทพสุธาวาส
,วัดลาดกระจับ
,วัดท่ามะกรูด
,วัดสำเภาทอง
,วัดวังหว้า
,วัดสระกระโจม
,วัดชลประชาเทพนิมิตร
,วัดโป่งพรานอินทร์
,วัดดอนประดู่
,วัดสระพระยา
,วัดท่านางเริง
,วัดละหาร
,วัดจำปี
,วัดท่าพระยาจักร์
,วัดโพธิ์สุวรรณ
,วัดบางซอ
,วัดสำปะซิว
,วัดไร่รถ
,วัดพิพัฒนาราม
,วัดกระเสียว
,วัดทุ่งตลิ่งชัน
,วัดปลายนา
,วัดวังกุลา
,วัดโพธิ์ลังกา
,วัดยาง
,วัดน้ำพุ
,วัดบางใหญ่
,วัดวังพลับเหนือ
,วัดทับกระดาน
,วัดหนองขุม
,วัดสังโฆสิตาราม 
,วัดแค
,วัดสุขเกษม
,วัดกกม่วง
,วัดรางบัวทอง
,วัดม่วงเจริญผล
,วัดคีรีรัตนาราม
,วัดดอนตาจีน
,วัดชีปะขาว
,วัดวังตะกู
,วัดไผ่ลูกนก
,วัดสระกร่างเจริญธรรม
,วัดชายทุ่ง 
,วัดดงกะเชา
,วัดศรีจันต์
,วัดดอนมะเกลือ
,วัดโพธิ์ตะควน
,วัดมะนาว
,วัดราษฎร์บำรุง
,วัดดอนกระเบื้อง
,วัดบางยี่หน
,วัดหนองกะมาน
,วัดขวาง
,วัดหนองโก
,วัดลาดสิงห์
,วัดบ้านดงน้อย
,วัดหลวง
,วัดโลกาทิพยาราม
,วัดใหม่ศรัทธาราษฎร์
,วัดสว่างอารมณ์
,วัดกาบบัว
,วัดใหม่นพรัตน์
,วัดพุทธมงคล
,วัดไผ่แอกสามัคคีธรรม
,วัดดอนกุ่มทิพย์
,วัดโคกหม้อ
,วัดวังกุ่ม
,วัดลาดปลาเค้า
,วัดท่าโขลง
,วัดวสันตาราม
,วัดนเรศสุวรรณาราม
,วัดพระรูป
,วัดใหม่คูเมือง
,วัดบ้านสูตร
,วัดดอนตาล
,วัดศรีทองคำ
,วัดดอนมะนาว
,วัดหนองโสน
,วัดสารภี
,วัดดอนสุทธาวาส
,วัดอุทุมพราราม
,วัดสระบัวทอง
,วัดวังหน่อไม้
,วัดโป่งแดง
,วัดหนองผักนาก
,วัดใหม่ศรีสุพรรณ
,วัดสุวรรณตะไล
,วัดเขานางงาม
,วัดปราสาททอง
,วัดเขาทำเทียม
,วัดองค์พระ
,วัดพังม่วง
,วัดทรงกระเทียม
,วัดราษฎร์ศรัทธาธรรม
,วัดโพธิ์ศรีเจริญ
,วัดมเหยงคณ์
,วัดอู่ตะเภา
,วัดลาวทอง
,วัดพันตำลึง
,วัดทุ่งกฐิน
,วัดไผ่ขวาง
,วัดถ้ำสุทธาวาส
,วัดกร่างสามยอด
,วัดหนองสะเดา
,วัดบ่อกรุ
,วัดเขาพระ
,วัดวังหิน
,วัดชัยมงคล
,วัดยางยี่แส
,วัดม่วง
,วัดหนองโกสูง
,วัดสวนหงส์
,วัดท่าข้าม
,วัดสระหลวง
,วัดหนองจิกยาว
,วัดหนองกรดสิริวัฒน
,วัดทุ่งสามัคคีธรรม
,วัดท่าเจดีย์
,วัดไทรงามธรรมธราราม
,วัดเถรพลาย
,วัดสังฆมงคล
,วัดหนองทราย
,วัดหนองเพียร
,วัดท่าช้าง
,วัดตปะโยคาราม
,วัดทะเลบก
,วัดหนองสลักได
,วัดหนองกระทิง
,วัดบ้านกร่าง
,วัดเนินพระปรางค์
,วัดป่าแก้วศรีประจันต์
,วัดไผ่มุ้ง
,วัดไตรรัตนาราม
,วัดสว่างอารมณ์ราษฎร์
,วัดธรรมมงคล
,วัดจันทรังษีฉิมาวาส
,วัดหนองกระโซ่
,วัดดอนหอคอย
,วัดวิมลโภคาราม
,วัดอินทร์เกษม
,วัดคลองชะโด
,วัดหนองกระถิน
,วัดเสาธง
,วัดขวางเวฬุวัน
,วัดวังน้ำเย็น
,วัดไผ่พันมือ
,วัดพระลอย
,วัดสองเขตสามัคคี 
,วัดท่าทอง
,วัดดอกบัว
,วัดอัมพวนาราม
,วัดบ้านกล้วย
,วัดจำปา
,วัดรางกร่าง
,วัดบ้านลวดสามัคคีธรรม 
,วัดทุ่งนาตาปิ่น
,วัดเขาแมงมุม
,วัดเนินเกษม 
,วัดเทพคีรีวงศ์ 
,วัดบางแม่หม้าย
,วัดดอนโพธิ์ทอง
,วัดเขาดีสลัก
,วัดหนองปล้อง
,วัดบางเลน
,วัดใหม่รัตนเจดีย์
,วัดดาว
,วัดพระศรีรัตนมหาธาตุ
,วัดตรอกตาโพธิ์
,วัดคลองขอม
,วัดสองพี่น้อง
,วัดหนองมะค่าโมง
,วัดบ้านโพธิ์ตะวันตก
,วัดน้อยชมภู่
,วัดหัวเขา
,วัดดงเสลา
,วัดโคกงูเห่า
,วัดเนินมหาเชษฐ์
,วัดสามจุ่น
,วัดนิเวศน์ธรรมาราม
,วัดโพธิ์นฤมิตร
,วัดอู่ยา
,วัดปากน้ำ
,วัดไชนาวาส
,วัดศรีบัวบาน
,วัดเขาสวรรค์
,วัดหัวทำนบ
,วัดบ้านหนองหิน
,วัดโพธิ์เขียว
,วัดยางไทยเจริญผล
,วัดใหม่สิทธาวาส
,วัดศรีเฉลิมเขต
,วัดเขาถ้ำเสือ
,วัดบำรุงราษฎร์
,วัดใหม่เพชรรัตน์
,วัดใหม่
,วัดนางบวช
,วัดสระเมืองท้าว
,วัดไผ่เกาะโพธิ์งาม
,วัดดอนสำโรง
,วัดฤกษ์บุญมี
,วัดองครักษ์
,วัดโพธิ์เงิน
,วัดผดุงศรัทธาราษฎร์
,วัดเขาน้อย
,วัดหนองกระทู้
,วัดโพธิ์ศรีสำราญ
,วัดทุ่งมะกอก
,วัดด่านช้าง
,วัดเสาธงทอง
,วัดลาดน้ำขาว
,วัดสระพังลาน
,วัดโคกพระ
,วัดหนองยายทรัพย์
,วัดเดิมบาง
,วัดทุ่งดินดำ
,วัดสระบัวก่ำ
,วัดโคกหม้อสุวรรณประทีป
,วัดฝาโถ
,วัดหนองหลอด
,วัดบ้านหมี่
,วัดวรจันทร์
,วัดสัปรสเทศ
,วัดบางกุ้ง
,วัดหัวกลับ
,วัดหนองหลุม
,วัดกกเต็น
,วัดศุขเกษม
,วัดเทพพิทักษ์
,วัดบัลลังก์
,วัดดอนกลาง
,วัดสระด่าน
,วัดปากแสก
,วัดโพธิ์ศรี
,วัดโคกโคเฒ่า
,วัดหนองเสาธง
,วัดคันทด
,วัดสามชุก
,วัดคณฑี
,วัดพร้าว
,วัดหนองอุโลก
,วัดเขาถ้ำโกปิดทอง
,วัดโพธาราม
,วัดวังคัน
,วัดหนองตาสาม
,วัดโพธิ์เจริญ
,วัดทุ่งแฝก
,วัดกุ่มโคก
,วัดดงเชือกพันเจริญ
,วัดโค้งบ่อแร่
,วัดขุนไกร
,วัดโภคาราม
,วัดดอนทอง
,วัดบางสะแก
,วัดศีรษะเกษ
,วัดประชุมชน
,วัดหนองราชวัตร
,วัดนางพิมพ์
,วัดเขากำแพง
,วัดบางขวาก
,วัดบางจิก
,วัดป่าเลไลยก์วรวิหาร
,วัดวังสำเภาล่ม
,วัดมาบพระยอม
,วัดสมอลม
,วัดสะพังกร่าง
,วัดใหม่สระพลอย
,วัดหนองโรงรัตนาราม
,วัดไซหนองกวาง
,วัดศาลาท่าทราย
,วัดลาดประทุมทอง
,วัดทุ่งหนองแก้ว
,วัดท่าตลาด
,วัดวังพระนอน
,วัดทวิชาตาราม
,วัดภูเขาดิน
,วัดเกาะแก้ว
,วัดกกตาด
,วัดมะขามเฒ่า
,วัดหัวโพธิ์
,วัดดอนขาด
,วัดเขาวงศ์
,วัดดอนไฟไหม้
,วัดโพธิ์นางเทรา
,วัดบางปลาหมอ
,วัดเขาถ้ำหมี
,วัดหนองสรวง
,วัดบ้านสระ
,วัดรอเจริญ
,วัดบ้านกรวด
,วัดเขานางบวช
,วัดศพเพลิง
,วัดดอนสงวน
,วัดโพธิ์คลาน
,วัดหัวนา
,วัดบ้านโพธิ์ตะวันออก
,วัดดงอู่ทอง
,วัดชีสุขเกษม
,วัดโบสถ์
,วัดเจ้าขาว
,วัดเจ้าพระยาธรรมาราม
,วัดท่าเตียน
,วัดเขากระจิว
,วัดราษฎร์บูรณะ
,วัดสระศรีเจริญ
,วัดพิหารแดง
,วัดโพธิ์คอย
