จังหวัด,รายชื่อวัด
,วัดเนินสุวรรณ 
,วัดธาราวดี
,วัดดอนกะถิน
,วัดท่าเสวียด
,วัดแหลมทอง
,วัดละไม
,วัดแจ้ง
,วัดหัวสวน
,วัดยางงาม
,วัดไทรโพธิ์งาม
,วัดคลองโสด 
,วัดน้ำตกหินลาด
,วัดพะแสงใต้
,วัดธรรมบูชา
,วัดควนยูง
,วัดบางภาวนาราม 
,วัดคอกช้าง
,วัดคลองครามประชาสรรค์ 
,วัดภูเขาน้อย
,วัดสถลธรรมาราม
,วัดพระมหาธาตุคีรีอินทรวิหาร
,วัดประเดิม
,วัดราษฎร์ธรรมาราม 
,วัดเกษตราราม
,วัดนาคาวาส
,วัดบางหอย
,วัดประสิทธาราม
,วัดสังขประดิษฐ์
,วัดทับใหม่พัฒนา
,วัดพัฒนาราม
,วัดหาดน้อย
,วัดพัฒนารมย์ 
,วัดน้ำพุ
,วัดบางใหญ่
,วัดป่าแสงธรรม
,วัดปากตรัง 
,วัดพุนพินใต้
,วัดนทีวัฒนาราม
,วัดบางงอน
,วัดเขาพระอินทร์
,วัดราษฎร์บำรุง
,วัดนิโครธาราม 
,วัดวารีวงก์
,วัดสถิตย์คีรีรมย์
,วัดวชิรประดิษฐ์
,วัดภูเขาทอง
,วัดบุญบันเทิง
,วัดเมธาวนาราม
,วัดถ้ำขรม
,วัดโฉลกหลำ
,วัดวิชิตธาราราม
,วัดคีรีวงการาม
,วัดนิคมธรรมาราม
,วัดศรีสุวรรณ
,วัดนางกำ
,วัดแหลมสุวรรณาราม
,วัดสำนักไฟ
,วัดเจริญประชาธรรม(พ่อท่านชื่น
,วัดขจรบำรุง
,วัดโกศาวาส
,วัดทองประธาน
,วัดน้ำรอบ
,วัดกัลปนาราม
,วัดเขาชานาราม
,วัดตระพังจิก
,วัดสามัคคีวัฒนาราม
,วัดบางสวรรค์
,วัดอัมพาราม
,วัดมหาถูปาราม
,วัดรัษฎาราม
,วัดธัญญาราม
,วัดศักดิ์คุณาราม
,วัดสายวารี 
,วัดเดิมเจ้า
,วัดศรีทวีป 
,วัดมะปริง
,วัดบ้านใหม่พัฒนา
,วัดจันทาวาส
,วัดบ่อพุทธาราม 
,วัดพริง 
,วัดเกษตรสามัคคี
,วัดสามพัน
,วัดสมุหนิมิต
,วัดกุศลศรัทธาราม
,วัดยางหมู่
,วัดกงตาก
,วัดคลองเรือสามัคคีธรรม 
,วัดประตูใหญ่
,วัดท่าข้าม
,วัดคีรีวง
,วัดทุ่งหลวง
,วัดวนาราม
,วัดโคกอินทนินธาราม 
,วัดบางน้ำจืด
,วัดพระบรมธาตุไชยาราชวรวิหาร
,วัดสุวรรณโกฎ
,วัดถนนสุวรรณประดิษฐ์
,วัดสำเร็จ
,วัดป่าสิทธาจารย์ 
,วัดนอก
,วัดประชาวงศาราม(วัดกรูด
,วัดเขาแก้ว
,วัดเพ็งประดิษฐาราม
,วัดเกษมบำรุง
,วัดท่าพลา
,วัดมธุรวราราม 
,วัดเขาศรีวิชัย
,วัดทุ่งจับช้าง 
,วัดสมหวัง
,วัดบ้านส้อง
,วัดท่าสะท้อน
,วัดแสงอรุณศรัทธาราม 
,วัดคีรีราษฎร์พัฒนา
,วัดจำปา
,วัดท่าตลิ่งชัน
,วัดถ้ำศิลาเตียบ
,วัดหน้าเมือง
,วัดอินทาราม
,วัดคีรีมาส
,วัดวังไทร
,วัดปากเตลิด
,วัดศรีสมนึกบำรุงธรรม 
,วัดสองพี่น้อง
,วัดดอนยา
,วัดกาฬสินธุ์ 
,วัดวิภาวดีวนาราม
,วัดดอนมะลิ
,วัดเขาพระ 
,วัดโพธิ์ปักษ์
,วัดกลางใหม่
,วัดนิลาราม
,วัดโสภณประชาราม 
,วัดห้วยใหญ่
,วัดหน้าควนสามมัคคี 
,วัดท่าไทร
,วัดสวนสุวรรณโชติการาม 
,วัดปากคู
,วัดโพธิ์น้อย
,วัดปราการ
,วัดโพธาวาส
,วัดโกงเหลง 
,วัดวิหาร
,วัดศรัทธาวนาราม
,วัดถ้ำเขาคูหา
,วัดดอนสน
,วัดควนพระ
,วัดพรุศรี
,วัดปัฎนาราม
,วัดหนองไทร
,วัดแสงสะท้อน
,วัดสายธารเจริญธรรม 
,วัดสุคนธาวาส
,วัดถ้ำพระสีสุก
,วัดศรีพนมพลาราม
,วัดคลองกอ 
,วัดไทร
,วัดควนสุบรรณ
,วัดสุนทรนิวาส
,วัดดิตถาราม
,วัดท่าแซะ
,วัดบางกำยาน
,วัดท่าโรงช้าง
,วัดทุ่งเซียด
,วัดถ้ำหอมธรรมาราม 
,วัดบางหยด
,วัดชมพูพนัส
,วัดพระพุทธบาทศรีสุราษฎร์
,วัดเขาพนมแบก
,วัดโพหวาย
,วัดคลองขนุน
,วัดป่าเขาหน้าแดง 
,วัดควนเจดีย์
,วัดเกาะกลาง
,วัดทุ่งกง
,วัดพระประสพ
,วัดโพธาราม
,วัดกันหลา
,วัดเขาสุวรรณประดิษฐ์
,วัดอรัญคามวารี
,วัดวิกรมประชาราม
,วัดบางสาววนาราม 
,วัดไตรรัตนากร
,วัดควนนิยมราชรังษฤษฎ์ 
,วัดบางกล้วย
,วัดบางคราม
,วัดเบญจธรรมาราม 
,วัดดอนพยอม
,วัดนาสาร
,วัดท่าโพธิ์
,วัดมะลิวัน
,วัดเขาพระนิ่ม
,วัดพระพรหม
,วัดทุ่งโพธิ์
,วัดบางปอธรรมาราม 
,วัดชลคราม
,วัดคุณาราม
,วัดถ้ำใหญ่
,วัดสมุทราราม
,วัดโลการาม
,วัดดอนสัก
,วัดชยาราม
,วัดตรีธาราราม
,วัดอุทยาราม
,วัดนาราเจริญสุข
,วัดโชติการาม
,วัดสว่างประชารมณ์
,วัดสันติธรรมาราม
,วัดไตรธรรมาราม
,วัดกลางเก่า
,วัดจันทาราม
,วัดเขาพัง
,วัดถ้ำพันธุรัตน์
,วัดสามัคคีผดุงพันธ์
