จังหวัด,รายชื่อวัด
,วัดพระพุทธฉาย
,วัดหนองโรง
,วัดเพชร
,วัดชุ้ง
,วัดลำสมพุง
,วัดหนองโสน
,วัดลำพญากลาง
,วัดสารภี
,วัดบ้านช่อง
,วัดสร้างบุญ
,วัดห้วยลี่
,วัดเขาแก้วธรรมาราม
,วัดทุ่งสาริกา
,วัดโคกแดง
,วัดปราสาททรงธรรม
,วัดห้วยหินขาว
,วัดปิ่นแก้วสามัคคี
,วัดบ้านป่าใต้
,วัดท่าเยี่ยม
,วัดสมุหประดิษฐาราม
,วัดหนองเครือตาปลา
,วัดราษฎร์ศรัทธาธรรม
,วัดหลังเขา
,วัดหนองโดนน้อย
,วัดปากคลอง 
,วัดสวนสำราญ
,วัดหนองจิก
,วัดสันมะค่า
,วัดอู่ตะเภา
,วัดศรีนวลตอยาง
,วัดหนองผักชีเหนือ
,วัดตะพานหิน
,วัดหนองสะเดา
,วัดเขาพระ
,วัดท่าศาลา
,วัดบ้านใหม่
,วัดตะกุด
,วัดหนองผักหนอก
,วัดหนองตะเฆ่
,วัดดอยหินปูน
,วัดมะขามเรียง
,วัดเขาคูบา
,วัดบ้านธาตุเหนือ
,วัดหาดสองแคว
,วัดหนองคณฑี
,วัดถ้ำเขาเขียว
,วัดบำเพ็ญธรรม
,วัดบัวงาม
,วัดหนองม่วง
,วัดโนนสภาราม
,วัดคีรีวง
,วัดบ้านธาตุใต้
,วัดบ้านกอก
,วัดบ้านโคก
,วัดท่าช้าง
,วัดบำรุงธรรม
,วัดคลองบุญ
,วัดผึ้งรวง
,วัดพระพุทธแสงธรรม
,วัดหนองหัวโพธิ์
,วัดราษฎร์พัฒนา
,วัดเกาะเซิงหวาย
,วัดหนองมะค่า
,วัดตอยาง
,วัดสาธุประชาสรรค์
,วัดสร่างโศก
,วัดเขาสะท้อนสูง
,วัดถ้ำพระโพธิสัตว์
,วัดดงมะเกลือ
,วัดบำเพ็ญพรต
,วัดพระพุทธบาทราชวรมหาวิหาร
,วัดสะตือ
,วัดสามัคคีวราราม
,วัดสุวรรณคีรีบ้านกลับ
,วัดหนองถ่านเหนือ
,วัดห้วยขมิ้น
,วัดบ้านลำ
,วัดบ้านกล้วย
,วัดบ้านกลาง
,วัดเชิงเขา
,วัดใหญ่วันนา
,วัดซับกระทิง
,วัดมหาโลก 
,วัดท่าสบก
,วัดหนองระกำ
,วัดม่วงน้อย
,วัดจั่นเสือ
,วัดหนองหอย
,วัดดงหมี
,วัดหนองโนใต้
,วัดสัจจะพล
,วัดหนองหว้า
,วัดสีทาใต้
,วัดประชาวิจิตร
,วัดศรีอุทัย
,วัดหนองจักร
,วัดดอนพุด
,วัดโป่งเก้ง
,วัดสีทาเหนือ
,วัดท่าคล้อใต้
,วัดบ้านพลับ
,วัดบกน้อย
,วัดเบญจคีรี
,วัดสองคอนกลาง
,วัดโคกกระท้อน
,วัดอ้อมแก้ว
,วัดโคกมะขาม
,วัดปากน้ำ
,วัดสาย 
,วัดบ้านหินลับ
,วัดพุขามหวาน
,วัดแก่งขนุน
,วัดบ้านไร่
,วัดสุวรรณคีรี
,วัดหนองไทร
,วัดเขตสว่าง
,วัดไทยงาม
,วัดบ้านม่วง
,วัดเจริญธรรม
,วัดเขาเงิน
,วัดแก้วเกาะลอย
,วัดป่าบำเพ็ญธรรม
,วัดบ้านโป่ง
,วัดบ้านหมอ
,วัดศรีอัมพร
,วัดถนนเหล็ก
,วัดหนองโป่ง
,วัดเขาน้อย
,วัดนุตจรัสวงศาราม
,วัดกะเหรี่ยงคอม้า
,วัดหนองนางปุ๋ย
,วัดบ้านโดน
,วัดจำศีล
,วัดคลองมะเกลือ
,วัดบ้านหมาก
,วัดบัวลอย
,วัดเจริญราษฎร์บำรุง 
,วัดกระทงลอย
,วัดหนองยาวใต้
,วัดหนองสีดา
,วัดคลองใหม่
,วัดสูง
,วัดหนองดินแดง
,วัดโป่งตะขบ
,วัดโคกกรุง
,วัดธารเกษม
,วัดศาลาแดง
,วัดศรีปทุม
,วัดบ้านไผ่
,วัดเจดีย์งาม
,วัดหนองรี
,วัดตาดใต้
,วัดศรีสัจจาวาส
,วัดหนองทางบุญ
,วัดพระธาตุเจริญธรรม
,วัดเกาะกลาง
,วัดหนองโนน้อย
,วัดนิคมซอย 
,วัดสองคอนใต้
,วัดตรีบุญญาราม
,วัดดอนทอง
,วัดหงษ์ดาราวาส
,วัดซับน้อยเหนือ
,วัดประสิทธิ์พรชัย
,วัดเขาน้อยจอมสวรรค์
,วัดวังยาง
,วัดวาลุการาม
,วัดบ่อน้ำเค็ม
,วัดห้วยบง
,วัดท่าศรีโพธิ์เหนือ
,วัดคุ้งเขาเขียว
,วัดต้นตาล
,วัดมณีขวัญชัย
,วัดโป่งมงคล
,วัดหลังคาแดง
,วัดโคกเพ็ก
,วัดท่าคล้อเหนือ
,วัดชัน
,วัดม่วงฝ้าย
,วัดเขาแก้ววรวิหาร
,วัดหนองสรวง
,วัดพัชรบรรพตวราราม
,วัดเขามันธรรมาราม
,วัดสวนมะเดื่อ
,วัดเตาปูน
,วัดหนองนกชุม
,วัดมงคลทีปาราม
,วัดหนองเอี่ยวใน
,วัดชัยสิทธิ์อนุสรณ์
,วัดบ้านดง
,วัดทุ่งดินขอ
,วัดพุทธบูชาญาณสังวร
,วัดโตนด
,วัดราษฎร์บำรุงวนาราม
,วัดวังม่วง
,วัดสันติวิหาร
,วัดพุทธนิมิต
,วัดห้วยหวาย
,วัดหนองแซงใหญ่
