จังหวัด,รายชื่อวัด
,วัดวังแดด
,วัดเกาะ
,วัดหนองโว้ง
,วัดใหม่โพธิ์ทอง
,วัดธรรมิการาม
,วัดหนองกระดี่
,วัดเกาะไม้แดง
,วัดเด่นกระต่าย
,วัดทุ่ง
,วัดลาย
,วัดใหญ่ชัยมงคล
,วัดสามพวง
,วัดประกาย
,วัดเกตุวนาราม
,วัดบ้านนา
,วัดปากคลองแดน
,วัดแม่น้ำเก่า
,วัดหนองแหวน
,วัดกระชงคาราม
,วัดขุนนาวัง
,วัดหนองแหน
,วัดป่าเรไร
,วัดวังใหญ่
,วัดป่ายาง
,วัดม่อนจำศีล
,วัดดอนแค
,วัดเต่าทอง
,วัดแม่ทุเลา
,วัดมงคลนิมิตร
,วัดหาดเสี้ยว
,วัดเจ็ดธรรมาสน์
,วัดหนองรั้งใต้
,วัดพลายชุมพล
,วัดคลองแห้ง
,วัดสว่างอารมณ์วรวิหาร
,วัดไผ่ตะล่อม
,วัดหนองบัว
,วัดต้นสนโพธาราม
,วัดศรีมหาโพธิ์
,วัดเนินหว้า
,วัดตาลเตี้ย
,วัดข่อมตาล
,วัดเกาะน้อยตะวันออก
,วัดใหม่คลองอุดม
,วัดวงฆ้อง
,วัดจอมแจ้ง
,วัดทุ่งยั้งเมือง
,วัดม่อนหินขาว
,วัดดอยรัตนมณี
,วัดวังหว้า
,วัดบึงครอบศรัทธาราม
,วัดหนองรั้งเหนือ
,วัดคลองยาง
,วัดบางยมอุดมธรรม
,วัดใหม่สุขเกษม
,วัดหนองตูม
,วัดแสงสว่าง
,วัดสารจิตร
,วัดปลายนา
,วัดศรีสำราญ
,วัดน้ำพุ
,วัดปากคะยาง
,วัดศรีสวรรค์
,วัดกลางดง
,วัดนาขุนไกร
,วัดดอนจันทร์
,วัดอมราวาส
,วัดหนองผักบุ้ง
,วัดวังธาร
,วัดศรีสังวร
,วัดราษฎร์บำรุง
,วัดบึงบอน
,วัดหมอสามัคคีธรรม
,วัดศรีเมือง
,วัดคุ้งยางใหญ่
,วัดขุนตาลด
,วัดป่ารัง
,วัดศรีชุม
,วัดมุจลินทราราม
,วัดพิพัฒน์มงคล
,วัดมาบป่าเลา
,วัดบ้านซ่าน
,วัดใหม่แสงทอง
,วัดวังหาด
,วัดเขาลานพระวนาราม
,วัดศรีเชลียง
,วัดคุ้งยาง
,วัดนิคมศรีสำโรง
,วัดเขาแก้วชัยมงคล
,วัดท่าฉนวน
,วัดศรีโพธิ์งาม
,วัดโค้งเจริญ
,วัดพระพายหลวง
,วัดเตว็ดใน
,วัดวังเงิน
,วัดสงฆาราม
,วัดบางคลอง
,วัดโบราณหลวง
,วัดชัยอุดม
,วัดเกาะน้อยตะวันตก
,วัดราษฎร์ศรัทธาธรรม
,วัดหนองไม้กอง
,วัดอินทรีศรีสังวร
,วัดวังวน
,วัดแม่สำเหนือ
,วัดหนองกก
,วัดตระพังทอง
,วัดคลองน้ำเย็น 
,วัดวังสวรรค์
,วัดวิเศษสมบูรณ์
,วัดวังไฟไหม้
,วัดเชิงคีรี
,วัดสวัสติการาม
,วัดราชพฤกษ์
,วัดใหม่สามัคคีธรรม
,วัดลัดทรายมูล
,วัดโป่งมะขาม
,วัดหนองสะแกทอง
,วัดบ้านใหม่
,วัดบ้านป้อม
,วัดนาต้นจั่น
,วัดแม่บ่อทอง
,วัดวังแดง
,วัดลานหอย
,วัดท่าช้าง
,วัดนกยูงทอง
,วัดดอนระเบียง
,วัดศาลาไก่ฟุบ
,วัดบ้านกร่าง
,วัดเกาะหินตั้ง
,วัดพงเสลียง
,วัดสังฆาราม
,วัดคลองเขนง
,วัดท่าทราย
,วัดท่าทอง
,วัดอัมพวนาราม
,วัดหนองฝาด
,วัดธรรมปัญญาราม
,วัดบึงวนาราม
,วัดหนองเรียง
,วัดกรงทอง
,วัดถาวรโพธิการาม
,วัดแม่ฮู้
,วัดเนินกระชาย
,วัดศรีคีรีสุวรรณาราม
,วัดสิงห์ทอง
,วัดทุ่งเสลี่ยม
,วัดนาสระลอย
,วัดเวฬุวนาราม
,วัดเนินมะนาว
,วัดชัยสิทธาราม
,วัดวังทอง
,วัดราษฎร์ศรัทธาราม
,วัดทุ่งมหาชัย 
,วัดม่อนแก้ว
,วัดยางซ้าย
,วัดปากน้ำ
,วัดทุ่งเนินพยอม
,วัดกำแพงงาม
,วัดเขาแร่ ในพระสังฆราชูปถัมภ์
,วัดห้วยติ่ง
,วัดยางเอน
,วัดลานกระบือ
,วัดเตว็ดกลาง 
,วัดบ้านไร่
,วัดจันทโรภาส
,วัดปัจจันตคารามวาสี
,วัดใหม่เจริญผล
,วัดท่าเกย
,วัดทุ่งขวิด
,วัดคลองตะเข้
,วัดป่าบ้านลำโชค
,วัดเขาน้อย
,วัดสุเม่น
,วัดฉิมพลี
,วัดใหม่คลองหอม
,วัดดอยไก่แก้ว
,วัดดงพริกแจว
,วัดคลองกระจง
,วัดดงยาง
,วัดวังถ้ำคูหาสวรรค์
,วัดโบสถ์โพธิ์
,วัดคุ้งวารี
,วัดนากาหลง
,วัดเขาพระบาทใหญ่
,วัดวังค่า
,วัดคูหาสุวรรณ
,วัดใหม่ไทยบำรุง
,วัดแสนตอ
,วัดวังทองแดง
,วัดป่างิ้ว
,วัดโพธาราม
,วัดบ่อทองอุดมธรรม
,วัดป่ามะม่วง
,วัดโคกกระทือ
,วัดดุสิตดาราม
,วัดถ้ำระฆัง
,วัดเด่นดีหมี
,วัดเหมืองนา
,วัดโพธิ์งาม
,วัดหนองทอง
,วัดโซกเป็ด
,วัดท่าโพธิ์
,วัดวาลุการาม
,วัดกงไกรลาศ
,วัดหัวฝาย
,วัดสามหลัง
,วัดฝั่งหมิ่น
,วัดพระศรีรัตนมหาธาตุราชวรวิหาร
,วัดดอนสัก
,วัดเกาะวงษเกียรติ์
,วัดศรีเสวตวนาราม
,วัดปากคลองช้าง
,วัดบ้านขวาง
,วัดคลองพระรอด
,วัดม่อนศรีสมบุรณาราม
,วัดหนองป่าตอสามัคคีธรรม
,วัดโบสถ์
,วัดหนองตาโชติ
,วัดเกาะระเบียง
,วัดทุ่งพล้อ
,วัดป่าข่อย
,วัดไทรย้อย
