จังหวัด,รายชื่อวัด
,วัดแหลมทอง
,วัดห้วยน้ำไหล
,วัดบ่อเบี้ยวนาราม
,วัดวังหมู
,วัดคุ้งตะเภา
,วัดโพธิ์หย่อน
,วัดนานกกก
,วัดหลักร้อย
,วัดจอมแจ้ง
,วัดดอยสวรรค์
,วัดม่อนหินขาว
,วัดม่อนปรางค์
,วัดท่าปลา 
,วัดนาโห้ง
,วัดท่าดินแดง
,วัดผาจักร
,วัดนาไร่เดียว
,วัดคีรีวงกต
,วัดนายาง
,วัดใหม่เชียงแสน
,วัดห้วยอ้อย
,วัดร้องลึกศรีชุมภรณ์
,วัดหนองกลาย
,วัดเนินโพธิ์
,วัดหนองขอนแก่น​
,วัดใหม่เยาวชน
,วัดโคกใหม่
,วัดดอยท่าเสา
,วัดชำหนึ่ง
,วัดห้วยคอม
,วัดธรรมาธิปไตย
,วัดนาอิซาง
,วัดต้นตะคร้อ
,วัดนาลับแลง
,วัดไผ่ใหญ่
,วัดศรัทธาพร
,วัดสามัคยาราม
,วัดเสกษนาราม
,วัดเนินสว่าง
,วัดใหม่ช่องลม
,วัดสว่างอารมณ์
,วัดพรหมประสิทธิ์
,วัดป่ากะพี้
,วัดเทพนิมิตรจอมคีรีธรรม
,วัดหน้าฝาย
,วัดนาไพร
,วัดบึงสัมพันธ์
,วัดปางวุ้น
,วัดคุ้งยาง
,วัดโพธิ์ดาราราม
,วัดแหลมคูณ
,วัดวังตอ
,วัดคีรีวงกฎ
,วัดวงษ์สวรรค์สุทธาวาส
,วัดป่าแต้ว
,วัดหาดเสือเต้น
,วัดโพนร้อง
,วัดคลองละมุง
,วัดไผ่ลูกช้าง
,วัดโพธิ์เตี้ย
,วัดเกาะวารี
,วัดผักขวง
,วัดท้องลับแล
,วัดนาทะเล
,วัดประชานิมิต
,วัดน้ำริดเหนือ
,วัดเด่นด่าน
,วัดศรีอุทุมพรคณารักษ์
,วัดเสาหิน
,วัดท้ายตลาด
,วัดร่องเสี้ยว
,วัดวังหิน
,วัดคลองโพธิ์
,วัดใหม่สามัคคีธรรม
,วัดแนวคีรี
,วัดปากห้วยฉลอง
,วัดหาดสองแคว
,วัดห้วยต้าเหนือ
,วัดหนองโบสถ์
,วัดบ้านนาต้นโพธิ์
,วัดวังแดง
,วัดท่าช้าง
,วัดโพนทัน
,วัดวังปรากฏ
,วัดภูเงินวนาราม
,วัดน้ำพร้า
,วัดวังตะเคียน
,วัดกกต้อง
,วัดชำสอง
,วัดวังสัมโม
,วัดฤๅษีสำราญ
,วัดหมู่ห้าสามัคคี
,วัดลานชุม
,วัดชายเขาเหนือ
,วัดเกาะเรไร
,วัดปางหมิ่น
,วัดทุ่งเอี้ยง
,วัดสักลาย
,วัดชำทอง
,วัดชุมพล
,วัดนาน้อย
,วัดท่าถนน
,วัดเขาแก้ว
,วัดปากลี
,วัดคลองกะพั้ว
,วัดห้วยปลาดุก
,วัดท่าทอง
,วัดป่าสักเรไร
,วัดเหล่าป่าสา
,วัดห้องสูง
,วัดน้ำสิงห์ใต้
,วัดผาเต่า
,วัดมหาธาตุ
,วัดห้วยฮ้า
,วัดกุมภีล์ทอง
,วัดหนองปล้อง
,วัดผาเลือด
,วัดชำตก
,วัดข่อยสูง
,วัดแสนขัน
,วัดโพนลาน
,วัดประทุมคงคา
,วัดผักราก
,วัดใหม่เจริญธรรม
,วัดพระยาปันแดน
,วัดป่ากล้วย
,วัดศรีสะอาดโพธิ์ชัย
,วัดวังผาชัน
,วัดนาป่าคาย
,วัดนาขุม
,วัดน้ำใส
,วัดห้วยโปร่ง
,วัดเอกา
,วัดอรัญญิการาม
,วัดท่าแฝก
,วัดผาโปด
,วัดหาดลั้ง
,วัดนาหน่ำ
,วัดสุวรรณคีรี
,วัดด่านแม่คำมัน
,วัดหาดล้าใต้
,วัดงอมถ้ำ
,วัดทุ่งเศรษฐี
,วัดวังขอน
,วัดเจดีย์คีรีวิหาร
,วัดน้ำพี้
,วัดนากล่ำ
,วัดหาดกำแพง
,วัดนาอิน
,วัดห้วยกั้ง
,วัดราชคีรีวิเศษ
,วัดไชยจุมพล
,วัดศรีบุญเรือง
,วัดดอกไม้
,วัดบ้านเดิ่น
,วัดคุ้งวารี
,วัดหมอนไม้
,วัดวังแดงสอง
,วัดศรีธาราม
,วัดคลึงคราช
,วัดแม่เฉย
,วัดดอนแก้ว
,วัดโพธาราม
,วัดปากปาด
,วัดบุ่งวังงิ้ว
,วัดไชยมงคล
,วัดคลองกล้วย
,วัดทับใหม่
,วัดบ้านเกาะ
,วัดสิงห์ศรีสว่าง
,วัดขุนฝาง
,วัดคลองนาพง
,วัดราษฎร์ประดิษฐ์
,วัดภักดีราษฎร์บูรณาราม
,วัดประชาศรัทธาธรรม
,วัดวังโป่ง
,วัดต้นตาล
,วัดห้วยเลิศ
,วัดห้วยใส
,วัดโรงม้า
,วัดดงสระแก้ว
,วัดน้ำไคร้
,วัดจอมคีรี
,วัดดอนสัก
,วัดดอนไชย
,วัดด่านนาขาม
,วัดน้ำหมีน้อยสามัคคี
,วัดวังกะพี้
,วัดบ้านใหม่โพธิ์เย็น
,วัดห้วยผึ้ง
,วัดดอยแก้ว
,วัดห้วยเนียม
,วัดบ้านดง
,วัดหนองคันธามาศ
,วัดประชาสวรรค์
,วัดทองเหลือ
,วัดพระฝางสว่างคบุรีมุนีนาถ
,วัดปากห้วยแค
,วัดศรีจำปาศักดิ์
