จังหวัด,รายชื่อวัด
,วัดสังฆาราม
,วัดหนองแขม
,วัดเขาแก้ว
,วัดเนินถ่าน
,วัดบ้านหนอง
,วัดสุขเดือนห้า
,วัดวังเคียน
,วัดดอนเนรมิต
,วัดสุวรรณจันทราราม 
,วัดวิหารเก้าห้อง 
,วัดพระแก้ว
,วัดอัมพวนาราม
,วัดราษฎร์บูรณะ
,วัดสระแก้ว
,วัดมาติการาม
,วัดสระดู่
,วัดไผ่ล้อม
,วัดถ้ำเข้
,วัดสามัคคีธรรม
,วัดบ่อแร่
,วัดหัวเด่น
,วัดอินทาราม
,วัดหัวตะพาน
,วัดป่าเจดีย์เขาดิน 
,วัดโพธิ์นิมิต
,วัดเขาท่าพระ
,วัดมหาธาตุ
,วัดเทพหิรัณย์
,วัดวงเดือน
,วัดกำแพง
,วัดดักคะนน
,วัดราษฎร์สามัคคี
,วัดส่องคบ
,วัดหนองเด่น
,วัดบ้านใหม่สิริวัฒนาราม
,วัดสะพานหิน
,วัดสุวรรณโคตมาราม
,วัดศรีมงคล
,วัดดงพระเจดีย์
,วัดใหม่เจริญธรรม
,วัดสองพี่น้อง
,วัดโคกแจง
,วัดนก
,วัดฝาง
,วัดหอระฆัง
,วัดสกุณาราม
,วัดหนองหวาย
,วัดตึก
,วัดบำเพ็ญบุญ
,วัดหนองแจง
,วัดคลองธรรม
,วัดหนองแซง
,วัดราษฎร์ศรัทธาราม
,วัดบ้านบ่อ
,วัดหัวหว้า
,วัดพิชัยนาวาส
,วัดท่าชัย
,วัดธรรมขันธ์
,วัดสนามชัย
,วัดเกาะ
,วัดโคกจันทน์
,วัดคงสวัสดิ์วัฒนาราม
,วัดปากคลองมะขามเฒ่า
,วัดหนองอ้ายสาม
,วัดสมอ
,วัดสระเนินพระราม
,วัดศรัทธาราษฎร์
,วัดโฆสิตาราม
,วัดดอนตะไล้
,วัดทุ่งจำรอง
,วัดศรีนวล
,วัดท่ากฤษณา
,วัดดอนตูมกมลาวาส
,วัดทับขี้เหล็ก
,วัดสะตือสิงห์
,วัดอรัญญวาสี
,วัดพระบรมธาตุวรวิหาร
,วัดงิ้ว
,วัดมณีรัตนาลัยวนาราม
,วัดมะเหยงคณ์
,วัดสวนอัมพวัน
,วัดโคกโตนด
,วัดบุปผาราม
,วัดรางจิก
,วัดบ่อลึก
,วัดบ้านโคกสุก 
,วัดจั่นเจริญศรี
,วัดคลองเกษม
,วัดดอนเจดีย์
,วัดพานิชวนาราม
,วัดสวนลำไย
,วัดศรีเจริญธรรม
,วัดอรุณศิริวัฒนาราม
,วัดโสกลึกสามัคคีธรรม 
,วัดป่าเจ้าพระยา
,วัดโคกเข็ม
,วัดพร้าว
,วัดจวน
,วัดพรวน
,วัดใหม่วงเดือน
,วัดโพธาราม
,วัดศรีมณีวรรณ
,วัดชายทุ่ง
,วัดโคกดอกไม้
,วัดสระใหญ่
,วัดพรหมวิหาร
,วัดหนองบัว
,วัดธรรมวิจิตร
,วัดโพธิ์งาม
,วัดนางลือ
,วัดหนองตะขบ
,วัดการเปรียญ
,วัดหัวยาง
,วัดเขาสรรพยา
,วัดคลองงิ้ว
,วัดซุ้มกระต่าย 
,วัดเด่นใหญ่
,วัดศรีเจริญ
,วัดวิหารทอง
,วัดทุ่งโพธิ์
,วัดโคกสุก
,วัดศรีสโมสร
,วัดวิหารห้องเดียว
,วัดดอนประดู่
,วัดโพธิ์ภาวนาราม
,วัดราษฎร์รังสรรค์
,วัดศาลาขาว
,วัดโพธิมงคล
,วัดสมุทร
,วัดชัฏฝาง
,วัดท่าโบสถ์
,วัดดอนรังนก
,วัดไกลกังวล
,วัดประชุมธรรม
,วัดหางแขยง
,วัดนมโฑ
,วัดป่าดงเย็น 
,วัดหนองปลิง
,วัดดงไร
,วัดมะปราง
,วัดทรงเสวย
,วัดอารีทวีวนาราม
,วัดพัฒนาราม
,วัดสรรพยาวัฒนาราม
,วัดห่อทองคำ 
,วัดโพธิพิทักษ์
,วัดหัวถนน
,วัดทองนพคุณ
,วัดเหนือ
,วัดโบสถ์
,วัดดอนใหญ่
,วัดคลองจันทน์
,วัดศรีสิทธิการาม
,วัดท่า
,วัดหนองตาดำ
,วัดเนินขาม
,วัดบุญประชาวิทยาราม
,วัดท่านจั่น
,วัดทัพย่าน
,วัดไพรนกยูง
,วัดบ้านกลำ
,วัดบ้านทับ
