จังหวัด,รายชื่อวัด
,วัดวิหารเบิก
,วัดตะแพน
,วัดเขาแดงตก
,วัดพระบรมธาตุเจดีย์เขียนบางแก้ว
,วัดไทรงาม
,วัดโพธิ์ตำนาน
,วัดไทรห้อย
,วัดหัวเตย
,วัดป่าพะยอม
,วัดถ้ำสุมะโน
,วัดปรางหมู่นอก
,วัดปุณณาวาส 
,วัดอุดมวราราม
,วัดแจ้ง
,วัดศาลาไม้ไผ่
,วัดนาปะขอ
,วัดปากสระ
,วัดโคกศักดิ์
,วัดพระเกิด
,วัดแหลมดิน
,วัดยางงาม
,วัดพรุพ้อ
,วัดนางลาด
,วัดต้นไทร
,วัดโพรงงู
,วัดหัวเขาชัยสน
,วัดท่าควาย
,วัดล้อ
,วัดถ้ำ
,วัดท่าดินแดง
,วัดดอนประดู่
,วัดโหล๊ะจังกระ
,วัดห้วยแตน
,วัดควนหมอทอง
,วัดห้วยทราย
,วัดนาหม่อม
,วัดแตระ
,วัดนาโอ่
,วัดเกาะขันธาวาส
,วัดลานข่อย
,วัดควนแสวง
,วัดเตาปูน
,วัดมะกอกเหนือ
,วัดพิกุลทอง
,วัดโตนด
,วัดควนโก
,วัดเขาย่า 
,วัดสุวรรณวิชัย
,วัดป่าวิไลย์
,วัดควนถบ
,วัดโงกน้ำ
