จังหวัด,รายชื่อวัด
,วัดโพธิ์ชัยสว่างจิต 
,วัดโพธิ์ชัยศรี
,วัดมงคลสามัคคีธรรม
,วัดปุญญานุสรณ์
,วัดธรรมสโมสร
,วัดหนองกุงพัฒนาราม
,วัดห้วยทรายทอง
,วัดท่าสวรรค์
,วัดสุทธาวิไลย์
,วัดบุพพราชสโมสร
,วัดมหาวัน
,วัดแสงอรุณ
,วัดศรีสว่าง
,วัดนิกรบำรุง
,วัดภูงาม
,วัดถ้ำศรีชมภู
,วัดศรีสุวรรณาราม
,วัดจำปาศักดิ์
,วัดไตรภูมิ
,วัดดานสามัคคี
,วัดแสงสว่างภูมิ
,วัดวิริยะทองจำปา
,วัดศรีคันไชย
,วัดป่าแสนสำราญวัฒนา
,วัดโพธิ์ชัยนิมิต
,วัดโคกสะอาด
,วัดโพนสว่าง
,วัดธรรมรักขิต
,วัดป่าจิตตวิทยาราม
,วัดปัจจันตคาม
,วัดอรัญญิกาวาส
,วัดนันทรารามมงคล
,วัดประชามิตร
,วัดโพธิ์ศรีสร้อย
,วัดเนินแสงทอง
,วัดจอมสว่าง
,วัดศรีคันไชย 
,วัดนาสวรรค์
,วัดสำราญนิวาส
,วัดสุวรรณาวาส
,วัดป่าราษฎร์อินแปลง
,วัดโนนสว่างอารมณ์
,วัดโพธิ์ศรีมงคล
,วัดจันทวารี
,วัดสมถธรรมคุณ
,วัดพรสวรรค์
,วัดท่าสงคราม
,วัดบวรประชาราม
,วัดทรายทอง
,วัดปุริมาประดิษฐ์
,วัดจอมแจ้ง
,วัดเขาภูดิน
,วัดท่าคำรวม
,วัดอรัญวาสี
,วัดทรายสุพรวนาราม
,วัดสิงหารินทาราม
,วัดศรีประทุมสามัคคี
,วัดทองอุทัยราษฎร์
,วัดยอดแก้วศรีบุญเรือง
,วัดทุ่งสว่าง
,วัดมณีชล
,วัดศรีสำราญ
,วัดศรีแก้ววนาราม
,วัดซำบอน
,วัดธรรมาธิปไตย
,วัดสิงหาราชนิคม
,วัดสว่างสามัคคีธรรม
,วัดบูรพาประชาอุทิศ
,วัดโนนสูงศรีสะอาด
,วัดป่าศรีวงศ์ 
,วัดศรีชมพูวนาราม
,วัดภูมิบาลวัฒนา
,วัดศรีสามัคคีธรรม
,วัดสว่างอารมณ์
,วัดป่าสถิตย์ธรรมาราม
,วัดอาฮงศิลาวาส
,วัดสันติธรรม
,วัดไชยาราม
,วัดป่าหนองนกเขียน
,วัดศรีชมภู
,วัดสุวรรณราชดาราม
,วัดเจติยาคีรีวิหาร
,วัดป่าวิเวกพัฒนาราม
,วัดท่าส้มโฮงพัฒนาราม
,วัดสว่างคงคาราม
,วัดไพรสณฑ์รัตนาราม
,วัดเซกาเจติยาราม
,วัดศรีธาตุ
,วัดปิยวาส
,วัดธรรมชาติการาม
,วัดศรีสุมังคลาราม
,วัดศิลาราษฎร์
,วัดสังวรธรรมคุณ
,วัดชัยอุดม
,วัดสว่างสำราญธรรมคุณ
,วัดสันติราษฎร์โพนงาม
,วัดพิมพ์นิวาสวนาราม
,วัดศรีจันทร์ธรรมคุณ
,วัดศรีโสภณธรรมทาน
,วัดศรีอุบล
,วัดบูรพาวรรณ์
,วัดถ้ำจ้องวนาราม
,วัดชัยมงคล
,วัดสว่างอรัญวารี
,วัดสมณาภรณ์
,วัดศรีบุญเรืองคณาราม
,วัดเทพนิมิตมหาวิลัย
,วัดสว่างธรรมาราม
,วัดอรัญญคีรี
,วัดศรีสุมณฑารักษ์
,วัดธรรมิกาวาส
,วัดประชาสามัคคี
,วัดศรีโคตรเจริญธรรม
,วัดสอนราษฎร์สามัคคี
,วัดวงศ์สง่าวันทาราม
,วัดท่าสะอาด
,วัดสุทธิวนาราม
,วัดสโมธานนิคม
,วัดเดชาประชาราษฎร์
,วัดถ้ำบูชา
,วัดอรัญญานี
,วัดใหม่ศรีสว่าง 
,วัดจอมทองธรรมคุณ
,วัดป่าวิเศษไชยยาราม
,วัดประทุมวาปี 
,วัดสงครามประดิษฐ์
,วัดจันทร์เดชบำรุง 
,วัดศรีสว่างอารมณ์
,วัดจอมศรี
,วัดศีลาคำ 
,วัดโขงประดิษฐาราม
,วัดป่าเทพวิมุต
,วัดศรีสมพรวนาราม
,วัดเทพนิมิตดาลบังบด
,วัดศรีสมบูรณ์
,วัดศรีมงคล
,วัดป่าสุวรรณาราม
,วัดเจริญสุขศรีนวนคำประดิษฐ์
,วัดศรีบุญเรืองพัฒนาราม
,วัดโพนงาม
,วัดดาราศรี
,วัดสามัคคีอุปถัมภ์
,วัดศรีพัฒนา
,วัดสว่างอุทิศ
,วัดศรีเมืองธรรมคุณ
,วัดโนนประเสริฐ
,วัดถ้ำพระวนาราม
,วัดดอนสวรรค์
,วัดโนนสะอาด
,วัดอุดมศรีทัศน์
,วัดสุเมฆพัฒนาราม
,วัดโพนสวาท
,วัดจอมแก้ว
,วัดเจริญธรรม
,วัดโพนสว่าง 
,วัดธัญญาราษฎร์บำรุง
,วัดท่าสำราญ
,วัดวิเวกธรรมาราม
,วัดศรีสุพลวนาราม
,วัดคลองคูหา
,วัดมงคลชัยราม
,วัดแสงอุทัย
,วัดศิริมงคลสัจจธรรม
,วัดบูรพาอุทกะวารี
,วัดหนองเอี่ยน
,วัดศรีพนา
,วัดศรีบุญเรือง
,วัดศรีสุมังคล์
,วัดโนนอุดมคงคาราม
,วัดภูมิบาล
,วัดศิริมงคลวนาราม
,วัดโพธิ์ศรีรัตนาราม
,วัดป่าวิเวกธรรมคุณ
,วัดบูรพาวิเวก
,วัดโพธิ์ศรี
,วัดพิกุลทองพรพนม
,วัดสามัคคพรสวรรค์
,วัดศรีสว่างวารี
,วัดโนนโพธิ์
,วัดโพธาราม
,วัดพูลสุขวราราม
,วัดป่ากมลรัตนาราม 
,วัดชมภูวนาวาส
,วัดโนนตะเคียน
,วัดสว่างศรีสุธรรม
,วัดด่านศรีสำราญ
,วัดจิตตภาวันนที
,วัดโนนสวรรค์
,วัดคลองประสิทธิ์
,วัดบูรพาอุทกวารี
,วัดโพธิ์งาม
,วัดท่าเรือ
,วัดอ่างทอง
,วัดนาสะแบง 
,วัดรุ่งอรุณศิริสว่าง
,วัดเกาะแก้ว
,วัดเสรีไทยธรรมทาน
,วัดอินทราราม 
,วัดเวฬุวนาราม 
,วัดศิริมงคลวราราม
,วัดศรีแก้วมงคล
,วัดสิริสมควรวนาราม
,วัดศรีสุมังวราราม 
,วัดสพานมูลเพชร
,วัดใหม่บูรพาสุการาม
,วัดคามวัน
,วัดราษฎร์บูรณะ
,วัดสว่างระดาราม
